title,genre,description,language,duration,episodes,rating,cast,keywords,source,poster_url,combined_features
the princess bride,adventure family fantasy,while home sick in bed a young boy s grandfather reads him the story of a farmboy turned pirate who encounters numerous obstacles enemies and allies in his quest to be reunited with his true love,english,98.0,1,8.0,cary elwes mandy patinkin robin wright chris sarandon,adventure family fantasy,imdb,"https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg",adventure family fantasy english 98.0 1 adventure family fantasy while home sick in bed a young boy s grandfather reads him the story of a farmboy turned pirate who encounters numerous obstacles enemies and allies in his quest to be reunited with his true love cary elwes mandy patinkin robin wright chris sarandon
der himmel ber berlin,drama fantasy romance,an angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal,english,128.0,1,8.0,bruno ganz solveig dommartin otto sander curt bois,drama fantasy romance,imdb,"https://m.media-amazon.com/images/M/MV5BMzMxZjUzOGQtOTFlOS00MzliLWJhNTUtOTgyNzYzMWQ2YzhmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg",drama fantasy romance english 128.0 1 drama fantasy romance an angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal bruno ganz solveig dommartin otto sander curt bois
au revoir les enfants,drama war,a french boarding school run by priests seems to be a haven from world war ii until a new student arrives he becomes the roommate of the top student in his class rivals at first the roommates form a bond and share a secret,english,104.0,1,8.0,gaspard manesse raphael fejt francine racette stanislas carr de malberg,drama war,imdb,"https://m.media-amazon.com/images/M/MV5BZmYxOTA5YTEtNDY3Ni00YTE5LWE1MTgtYjc4ZWUxNWY3ZTkxXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",drama war english 104.0 1 drama war a french boarding school run by priests seems to be a haven from world war ii until a new student arrives he becomes the roommate of the top student in his class rivals at first the roommates form a bond and share a secret gaspard manesse raphael fejt francine racette stanislas carr de malberg
tenk no shiro rapyuta,animation adventure drama,a young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle,english,125.0,1,8.0,mayumi tanaka keiko yokozawa kotoe hatsui minori terada,animation adventure drama,imdb,"https://m.media-amazon.com/images/M/MV5BNTg0NmI1ZGQtZTUxNC00NTgxLThjMDUtZmRlYmEzM2MwOWYwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR1,0,67,98_AL_.jpg",animation adventure drama english 125.0 1 animation adventure drama a young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle mayumi tanaka keiko yokozawa kotoe hatsui minori terada
the terminator,action sci fi,a human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine sent from the same year which has been programmed to execute a young woman whose unborn son is the key to humanity s future salvation,english,107.0,1,8.0,arnold schwarzenegger linda hamilton michael biehn paul winfield,action sci fi,imdb,"https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",action sci fi english 107.0 1 action sci fi a human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine sent from the same year which has been programmed to execute a young woman whose unborn son is the key to humanity s future salvation arnold schwarzenegger linda hamilton michael biehn paul winfield
gandhi,biography drama history,the life of the lawyer who became the famed leader of the indian revolts against the british rule through his philosophy of nonviolent protest,english,191.0,1,8.0,ben kingsley john gielgud rohini hattangadi roshan seth,biography drama history,imdb,"https://m.media-amazon.com/images/M/MV5BMzJiZDRmOWUtYjE2MS00Mjc1LTg1ZDYtNTQxYWJkZTg1OTM4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",biography drama history english 191.0 1 biography drama history the life of the lawyer who became the famed leader of the indian revolts against the british rule through his philosophy of nonviolent protest ben kingsley john gielgud rohini hattangadi roshan seth
kagemusha,drama history war,a petty thief with an utter resemblance to a samurai warlord is hired as the lord s double when the warlord later dies the thief is forced to take up arms in his place,english,180.0,1,8.0,tatsuya nakadai tsutomu yamazaki ken ichi hagiwara jinpachi nezu,drama history war,imdb,"https://m.media-amazon.com/images/M/MV5BMzFhNWVmNWItNGM5OC00NjZhLTk3YTQtMjE1ODUyOThlMjNmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",drama history war english 180.0 1 drama history war a petty thief with an utter resemblance to a samurai warlord is hired as the lord s double when the warlord later dies the thief is forced to take up arms in his place tatsuya nakadai tsutomu yamazaki ken ichi hagiwara jinpachi nezu
being there,comedy drama,a simpleminded sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in washington politics,english,130.0,1,8.0,peter sellers shirley maclaine melvyn douglas jack warden,comedy drama,imdb,"https://m.media-amazon.com/images/M/MV5BNjAzNzJjYzQtMGFmNS00ZjAzLTkwMjgtMWIzYzFkMzM4Njg3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama english 130.0 1 comedy drama a simpleminded sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in washington politics peter sellers shirley maclaine melvyn douglas jack warden
annie hall,comedy romance,neurotic new york comedian alvy singer falls in love with the ditzy annie hall,english,93.0,1,8.0,woody allen diane keaton tony roberts carol kane,comedy romance,imdb,"https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy romance english 93.0 1 comedy romance neurotic new york comedian alvy singer falls in love with the ditzy annie hall woody allen diane keaton tony roberts carol kane
jaws,adventure thriller,when a killer shark unleashes chaos on a beach community it s up to a local sheriff a marine biologist and an old seafarer to hunt the beast down,english,124.0,1,8.0,roy scheider robert shaw richard dreyfuss lorraine gary,adventure thriller,imdb,"https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",adventure thriller english 124.0 1 adventure thriller when a killer shark unleashes chaos on a beach community it s up to a local sheriff a marine biologist and an old seafarer to hunt the beast down roy scheider robert shaw richard dreyfuss lorraine gary
dog day afternoon,biography crime drama,three amateur bank robbers plan to hold up a bank a nice simple robbery walk in take the money and run unfortunately the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does,english,125.0,1,8.0,al pacino john cazale penelope allen sully boyar,biography crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BODExZmE2ZWItYTIzOC00MzI1LTgyNTktMDBhNmFhY2Y4OTQ3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",biography crime drama english 125.0 1 biography crime drama three amateur bank robbers plan to hold up a bank a nice simple robbery walk in take the money and run unfortunately the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does al pacino john cazale penelope allen sully boyar
young frankenstein,comedy,an american grandson of the infamous scientist struggling to prove that his grandfather was not as insane as people believe is invited to transylvania where he discovers the process that reanimates a dead body,english,106.0,1,8.0,gene wilder madeline kahn marty feldman peter boyle,comedy,imdb,"https://m.media-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_UX67_CR0,0,67,98_AL_.jpg",comedy english 106.0 1 comedy an american grandson of the infamous scientist struggling to prove that his grandfather was not as insane as people believe is invited to transylvania where he discovers the process that reanimates a dead body gene wilder madeline kahn marty feldman peter boyle
papillon,biography crime drama,a man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island which inspires the man to plot his escape,english,151.0,1,8.0,steve mcqueen dustin hoffman victor jory don gordon,biography crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BZGRjZjQ0NzAtYmZlNS00Zjc1LTk1YWItMDY5YzQxMzA4MTAzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg",biography crime drama english 151.0 1 biography crime drama a man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island which inspires the man to plot his escape steve mcqueen dustin hoffman victor jory don gordon
the exorcist,horror,when a 12 year old girl is possessed by a mysterious entity her mother seeks the help of two priests to save her,english,122.0,1,8.0,ellen burstyn max von sydow linda blair lee j cobb,horror,imdb,"https://m.media-amazon.com/images/M/MV5BYjhmMGMxZDYtMTkyNy00YWVmLTgyYmUtYTU3ZjcwNTBjN2I1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",horror english 122.0 1 horror when a 12 year old girl is possessed by a mysterious entity her mother seeks the help of two priests to save her ellen burstyn max von sydow linda blair lee j cobb
sleuth,mystery thriller,a man who loves games and theater invites his wife s lover to meet him setting up a battle of wits with potentially deadly results,english,138.0,1,8.0,laurence olivier michael caine alec cawthorne john matthews,mystery thriller,imdb,"https://m.media-amazon.com/images/M/MV5BM2EzZmFmMmItODY3Zi00NjdjLWE0MTYtZWQ3MGIyM2M4YjZhXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",mystery thriller english 138.0 1 mystery thriller a man who loves games and theater invites his wife s lover to meet him setting up a battle of wits with potentially deadly results laurence olivier michael caine alec cawthorne john matthews
the last picture show,drama romance,in 1951 a group of high schoolers come of age in a bleak isolated atrophied north texas town that is slowly dying both culturally and economically,english,118.0,1,8.0,timothy bottoms jeff bridges cybill shepherd ben johnson,drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BNmVjNzZkZjQtYmM5ZC00M2I0LWJhNzktNDk3MGU1NWMxMjFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama romance english 118.0 1 drama romance in 1951 a group of high schoolers come of age in a bleak isolated atrophied north texas town that is slowly dying both culturally and economically timothy bottoms jeff bridges cybill shepherd ben johnson
fiddler on the roof,drama family musical,in prerevolutionary russia a jewish peasant contends with marrying off three of his daughters while growing anti semitic sentiment threatens his village,english,181.0,1,8.0,topol norma crane leonard frey molly picon,drama family musical,imdb,"https://m.media-amazon.com/images/M/MV5BMWMxNDYzNmUtYjFmNC00MGM2LWFmNzMtODhlMGNkNDg5MjE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",drama family musical english 181.0 1 drama family musical in prerevolutionary russia a jewish peasant contends with marrying off three of his daughters while growing anti semitic sentiment threatens his village topol norma crane leonard frey molly picon
il conformista,drama,a weak willed italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher now a political dissident,english,113.0,1,8.0,jean louis trintignant stefania sandrelli gastone moschin enzo tarascio,drama,imdb,"https://m.media-amazon.com/images/M/MV5BODFlYzU4YTItN2EwYi00ODI3LTkwNTQtMDdkNjM3YjMyMTgyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR0,0,67,98_AL_.jpg",drama english 113.0 1 drama a weak willed italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher now a political dissident jean louis trintignant stefania sandrelli gastone moschin enzo tarascio
butch cassidy and the sundance kid,biography crime drama,wyoming early 1900s butch cassidy and the sundance kid are the leaders of a band of outlaws after a train robbery goes wrong they find themselves on the run with a posse hard on their heels their solution escape to bolivia,english,110.0,1,8.0,paul newman robert redford katharine ross strother martin,biography crime drama,imdb,"https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",biography crime drama english 110.0 1 biography crime drama wyoming early 1900s butch cassidy and the sundance kid are the leaders of a band of outlaws after a train robbery goes wrong they find themselves on the run with a posse hard on their heels their solution escape to bolivia paul newman robert redford katharine ross strother martin
rosemary s baby,drama horror,a young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors,english,137.0,1,8.0,mia farrow john cassavetes ruth gordon sidney blackmer,drama horror,imdb,"https://m.media-amazon.com/images/M/MV5BZmEwZGU2NzctYzlmNi00MGJkLWE3N2MtYjBlN2ZhMGJkZTZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",drama horror english 137.0 1 drama horror a young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors mia farrow john cassavetes ruth gordon sidney blackmer
planet of the apes,adventure sci fi,an astronaut crew crash lands on a planet in the distant future where intelligent talking apes are the dominant species and humans are the oppressed and enslaved,english,112.0,1,8.0,charlton heston roddy mcdowall kim hunter maurice evans,adventure sci fi,imdb,"https://m.media-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",adventure sci fi english 112.0 1 adventure sci fi an astronaut crew crash lands on a planet in the distant future where intelligent talking apes are the dominant species and humans are the oppressed and enslaved charlton heston roddy mcdowall kim hunter maurice evans
the graduate,comedy drama romance,a disillusioned college graduate finds himself torn between his older lover and her daughter,english,106.0,1,8.0,dustin hoffman anne bancroft katharine ross william daniels,comedy drama romance,imdb,"https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama romance english 106.0 1 comedy drama romance a disillusioned college graduate finds himself torn between his older lover and her daughter dustin hoffman anne bancroft katharine ross william daniels
who s afraid of virginia woolf,drama,a bitter aging couple with the help of alcohol use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night,english,131.0,1,8.0,elizabeth taylor richard burton george segal sandy dennis,drama,imdb,"https://m.media-amazon.com/images/M/MV5BMjQ5ODI1MjQtMDc0Zi00OGQ1LWE2NTYtMTg1YTkxM2E5NzFkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 131.0 1 drama a bitter aging couple with the help of alcohol use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night elizabeth taylor richard burton george segal sandy dennis
the sound of music,biography drama family,a woman leaves an austrian convent to become a governess to the children of a naval officer widower,english,172.0,1,8.0,julie andrews christopher plummer eleanor parker richard haydn,biography drama family,imdb,"https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR1,0,67,98_AL_.jpg",biography drama family english 172.0 1 biography drama family a woman leaves an austrian convent to become a governess to the children of a naval officer widower julie andrews christopher plummer eleanor parker richard haydn
doctor zhivago,drama romance war,the life of a russian physician and poet who although married to another falls in love with a political activist s wife and experiences hardship during world war i and then the october revolution,english,197.0,1,8.0,omar sharif julie christie geraldine chaplin rod steiger,drama romance war,imdb,"https://m.media-amazon.com/images/M/MV5BNzdmZTk4MTktZmExNi00OWEwLTgxZDctNTE4NWMwNjc1Nzg2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama romance war english 197.0 1 drama romance war the life of a russian physician and poet who although married to another falls in love with a political activist s wife and experiences hardship during world war i and then the october revolution omar sharif julie christie geraldine chaplin rod steiger
per un pugno di dollari,action drama western,a wandering gunfighter plays two rival families against each other in a town torn apart by greed pride and revenge,english,99.0,1,8.0,clint eastwood gian maria volont marianne koch wolfgang lukschy,action drama western,imdb,"https://m.media-amazon.com/images/M/MV5BYjA1MGVlMGItNzgxMC00OWY4LWI4YjEtNTNmYWIzMGUxOGQzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR0,0,67,98_AL_.jpg",action drama western english 99.0 1 action drama western a wandering gunfighter plays two rival families against each other in a town torn apart by greed pride and revenge clint eastwood gian maria volont marianne koch wolfgang lukschy
8,drama,a harried movie director retreats into his memories and fantasies,english,138.0,1,8.0,marcello mastroianni anouk aim e claudia cardinale sandra milo,drama,imdb,"https://m.media-amazon.com/images/M/MV5BMTQ4MTA0NjEzMF5BMl5BanBnXkFtZTgwMDg4NDYxMzE@._V1_UY98_CR2,0,67,98_AL_.jpg",drama english 138.0 1 drama a harried movie director retreats into his memories and fantasies marcello mastroianni anouk aim e claudia cardinale sandra milo
vivre sa vie film en douze tableaux,drama,twelve episodic tales in the life of a parisian woman and her slow descent into prostitution,english,80.0,1,8.0,anna karina sady rebbot andr s labarthe guylaine schlumberger,drama,imdb,"https://m.media-amazon.com/images/M/MV5BNjMyZmI5NmItY2JlMi00NzU3LWI5ZGItZjhkOTE0YjEyN2Q4XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 80.0 1 drama twelve episodic tales in the life of a parisian woman and her slow descent into prostitution anna karina sady rebbot andr s labarthe guylaine schlumberger
the hustler,drama sport,an up and coming pool player plays a long time champion in a single high stakes match,english,134.0,1,8.0,paul newman jackie gleason piper laurie george c scott,drama sport,imdb,"https://m.media-amazon.com/images/M/MV5BNjhjODI2NTItMGE1ZS00NThiLWE1MmYtOWE3YzcyNzY1MTJlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",drama sport english 134.0 1 drama sport an up and coming pool player plays a long time champion in a single high stakes match paul newman jackie gleason piper laurie george c scott
la dolce vita,comedy drama,a series of stories following a week in the life of a philandering paparazzo journalist living in rome,english,174.0,1,8.0,marcello mastroianni anita ekberg anouk aim e yvonne furneaux,comedy drama,imdb,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR1,0,67,98_AL_.jpg",comedy drama english 174.0 1 comedy drama a series of stories following a week in the life of a philandering paparazzo journalist living in rome marcello mastroianni anita ekberg anouk aim e yvonne furneaux
rio bravo,action drama western,a small town sheriff in the american west enlists the help of a cripple a drunk and a young gunfighter in his efforts to hold in jail the brother of the local bad guy,english,141.0,1,8.0,john wayne dean martin ricky nelson angie dickinson,action drama western,imdb,"https://m.media-amazon.com/images/M/MV5BZDVhMTk1NjUtYjc0OS00OTE1LTk1NTYtYWMzMDI5OTlmYzU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",action drama western english 141.0 1 action drama western a small town sheriff in the american west enlists the help of a cripple a drunk and a young gunfighter in his efforts to hold in jail the brother of the local bad guy john wayne dean martin ricky nelson angie dickinson
anatomy of a murder,crime drama mystery,in a murder trial the defendant says he suffered temporary insanity after the victim raped his wife what is the truth and will he win his case,english,161.0,1,8.0,james stewart lee remick ben gazzara arthur o connell,crime drama mystery,imdb,"https://m.media-amazon.com/images/M/MV5BMzM0MzE2ZTAtZTBjZS00MTk5LTg5OTEtNjNmYmQ5NzU2OTUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama mystery english 161.0 1 crime drama mystery in a murder trial the defendant says he suffered temporary insanity after the victim raped his wife what is the truth and will he win his case james stewart lee remick ben gazzara arthur o connell
touch of evil,crime drama film noir,a stark perverse story of murder kidnapping and police corruption in a mexican border town,english,95.0,1,8.0,charlton heston orson welles janet leigh joseph calleia,crime drama film noir,imdb,"https://m.media-amazon.com/images/M/MV5BOTA1MjA3M2EtMmJjZS00OWViLTkwMTEtM2E5ZDk0NTAyNGJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama film noir english 95.0 1 crime drama film noir a stark perverse story of murder kidnapping and police corruption in a mexican border town charlton heston orson welles janet leigh joseph calleia
cat on a hot tin roof,drama,brick is an alcoholic ex football player who drinks his days away and resists the affections of his wife a reunion with his terminal father jogs a host of memories and revelations for both father and son,english,108.0,1,8.0,elizabeth taylor paul newman burl ives jack carson,drama,imdb,"https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 108.0 1 drama brick is an alcoholic ex football player who drinks his days away and resists the affections of his wife a reunion with his terminal father jogs a host of memories and revelations for both father and son elizabeth taylor paul newman burl ives jack carson
sweet smell of success,drama film noir,powerful but unethical broadway columnist j j hunsecker coerces unscrupulous press agent sidney falco into breaking up his sister s romance with a jazz musician,english,96.0,1,8.0,burt lancaster tony curtis susan harrison martin milner,drama film noir,imdb,"https://m.media-amazon.com/images/M/MV5BMjE5NTU3YWYtOWIxNi00YWZhLTg2NzktYzVjZWY5MDQ4NzVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama film noir english 96.0 1 drama film noir powerful but unethical broadway columnist j j hunsecker coerces unscrupulous press agent sidney falco into breaking up his sister s romance with a jazz musician burt lancaster tony curtis susan harrison martin milner
the killing,crime drama film noir,crook johnny clay assembles a five man team to plan and execute a daring race track robbery,english,84.0,1,8.0,sterling hayden coleen gray vince edwards jay c flippen,crime drama film noir,imdb,"https://m.media-amazon.com/images/M/MV5BMDE5ZjAwY2YtOWM5Yi00ZWNlLWE5ODQtYjA4NzA1NGFkZDU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama film noir english 84.0 1 crime drama film noir crook johnny clay assembles a five man team to plan and execute a daring race track robbery sterling hayden coleen gray vince edwards jay c flippen
the night of the hunter,crime drama film noir,a religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the 10 000 he d stolen in a robbery,english,92.0,1,8.0,robert mitchum shelley winters lillian gish james gleason,crime drama film noir,imdb,"https://m.media-amazon.com/images/M/MV5BYTNjN2M2MzYtZGEwMi00Mzc5LWEwYTMtODM1ZmRiZjFiNTU0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama film noir english 92.0 1 crime drama film noir a religious fanatic marries a gullible widow whose young children are reluctant to tell him where their real daddy hid the 10 000 he d stolen in a robbery robert mitchum shelley winters lillian gish james gleason
la strada,drama,a care free girl is sold to a traveling entertainer consequently enduring physical and emotional pain along the way,english,108.0,1,8.0,anthony quinn giulietta masina richard basehart aldo silvani,drama,imdb,"https://m.media-amazon.com/images/M/MV5BYjUyOGMyMTQtYTM5Yy00MjFiLTk2OGItMWYwMDc2YmM1YzhiXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UY98_CR2,0,67,98_AL_.jpg",drama english 108.0 1 drama a care free girl is sold to a traveling entertainer consequently enduring physical and emotional pain along the way anthony quinn giulietta masina richard basehart aldo silvani
les diaboliques,crime drama horror,the wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi,english,117.0,1,8.0,simone signoret v ra clouzot paul meurisse charles vanel,crime drama horror,imdb,"https://m.media-amazon.com/images/M/MV5BMGJmNmU5OTAtOTQyYy00MmM3LTk4MzUtMGFiZDYzODdmMmU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR3,0,67,98_AL_.jpg",crime drama horror english 117.0 1 crime drama horror the wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi simone signoret v ra clouzot paul meurisse charles vanel
stalag 17,comedy drama war,when two escaping american world war ii prisoners are killed the german p o w camp barracks black marketeer j j sefton is suspected of being an informer,english,120.0,1,8.0,william holden don taylor otto preminger robert strauss,comedy drama war,imdb,"https://m.media-amazon.com/images/M/MV5BNDMyNGU0NjUtNTIxMC00ZmU2LWE0ZGItZTdkNGVlODI2ZDcyL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy drama war english 120.0 1 comedy drama war when two escaping american world war ii prisoners are killed the german p o w camp barracks black marketeer j j sefton is suspected of being an informer william holden don taylor otto preminger robert strauss
roman holiday,comedy romance,a bored and sheltered princess escapes her guardians and falls in love with an american newsman in rome,english,118.0,1,8.0,gregory peck audrey hepburn eddie albert hartley power,comedy romance,imdb,"https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",comedy romance english 118.0 1 comedy romance a bored and sheltered princess escapes her guardians and falls in love with an american newsman in rome gregory peck audrey hepburn eddie albert hartley power
a streetcar named desire,drama,disturbed blanche dubois moves in with her sister in new orleans and is tormented by her brutish brother in law while her reality crumbles around her,english,122.0,1,8.0,vivien leigh marlon brando kim hunter karl malden,drama,imdb,"https://m.media-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",drama english 122.0 1 drama disturbed blanche dubois moves in with her sister in new orleans and is tormented by her brutish brother in law while her reality crumbles around her vivien leigh marlon brando kim hunter karl malden
in a lonely place,drama film noir mystery,a potentially violent screenwriter is a murder suspect until his lovely neighbor clears him however she soon starts to have her doubts,english,94.0,1,8.0,humphrey bogart gloria grahame frank lovejoy carl benton reid,drama film noir mystery,imdb,"https://m.media-amazon.com/images/M/MV5BNjRmZjcwZTQtYWY0ZS00ODAwLTg4YTktZDhlZDMwMTM1MGFkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",drama film noir mystery english 94.0 1 drama film noir mystery a potentially violent screenwriter is a murder suspect until his lovely neighbor clears him however she soon starts to have her doubts humphrey bogart gloria grahame frank lovejoy carl benton reid
kind hearts and coronets,comedy crime,a distant poor relative of the duke d ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession,english,106.0,1,8.0,dennis price alec guinness valerie hobson joan greenwood,comedy crime,imdb,"https://m.media-amazon.com/images/M/MV5BZjc1Yzc0ZmItMzU1OS00OWVlLThmYTctMWNlYmFlMjkxMzc0XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_UY98_CR32,0,67,98_AL_.jpg",comedy crime english 106.0 1 comedy crime a distant poor relative of the duke d ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession dennis price alec guinness valerie hobson joan greenwood
rope,crime drama mystery,two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death,english,80.0,1,8.0,james stewart john dall farley granger dick hogan,crime drama mystery,imdb,"https://m.media-amazon.com/images/M/MV5BYWFjMDNlYzItY2VlMS00ZTRkLWJjYTEtYjI5NmFlMGE3MzQ2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",crime drama mystery english 80.0 1 crime drama mystery two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death james stewart john dall farley granger dick hogan
